325,105932007310407,105932007310452,10,10
-1457189256522520622,8893571118482063483,8490296699194563784,10,10
-1457189256522520622,1423593297277651915,8490296699194563784,10,10
-1457189256522520622,-660472063944965778,40592184081842180,5,5
-1457189256522520622,8259697078613975934,40592184081842180,5,5
-1457189256522520622,-2095475133330566517,40592184081842180,5,5
-1457189256522520622,7499955939606962898,-3398644025155142637,10,9
-1457189256522520622,4666231727752427049,-3398644025155142637,8,9
-1457189256522520622,-759378324102182959,-3398644025155142637,10,9
-1457189256522520622,-1605250553819984041,8549989059986676592,10,10
-1457189256522520622,7128258737394362948,8549989059986676592,0,10
-1457189256522520622,6104056696098511825,8549989059986676592,10,10
-1457189256522520622,40592184081842180,-1033630816256649802,9,10
-1457189256522520622,6313457550212506265,-1033630816256649802,10,10
-1457189256522520622,-3398644025155142637,-1033630816256649802,10,10
-1457189256522520622,-5360015352353797313,3642655612489240026,10,10
-1457189256522520622,3553303925076051195,3642655612489240026,0,10
-1457189256522520622,4741671906363876824,3642655612489240026,10,10
-1457189256522520622,-2280915234274959635,-9013441180294865549,0,10
-1457189256522520622,-1033630816256649802,-9013441180294865549,10,10
-1457189256522520622,702946331570786439,-9013441180294865549,9,10
-1457189256522520622,-1507580993220975476,-313059751104767275,9,10
-1457189256522520622,-1839846547881777488,-313059751104767275,10,10
-1457189256522520622,7110206503047719955,-313059751104767275,0,10
-1457189256522520622,3962428653366586025,60080508798726144,4,5
-1457189256522520622,-6977143970624642284,60080508798726144,9,5
-1457189256522520622,3510252806187641302,60080508798726144,4,5
-1457189256522520622,5027540827867094130,-725301125818073374,10,10
-1457189256522520622,8107001522850473304,-725301125818073374,10,10
-1457189256522520622,3861306169560877615,-725301125818073374,10,10
-1457189256522520622,1124978886675612109,5285557791504830818,10,10
-1457189256522520622,-753597920870674316,5285557791504830818,0,10
-1457189256522520622,-7905245230014782731,5285557791504830818,0,10
-1457189256522520622,5420772757499458228,9097946718066934575,0,0
-1457189256522520622,5285557791504830818,9097946718066934575,0,0
-1457189256522520622,-143998104534082123,9097946718066934575,0,0
-1457189256522520622,-313059751104767275,1124978886675612109,10,10
-1457189256522520622,156256029109024650,1124978886675612109,10,10
-1457189256522520622,8490296699194563784,1124978886675612109,10,10
-1457189256522520622,6006532828071129862,-3047466341879644938,10,10
-1457189256522520622,6781715359957052397,-3047466341879644938,10,10
-1457189256522520622,-7649409430419720248,-3047466341879644938,10,10
-1457189256522520622,-3617355804056519447,3962428653366586025,10,10
-1457189256522520622,-7927463753983877616,3962428653366586025,10,10
-1457189256522520622,7131829747996135086,3962428653366586025,10,10
-1457189256522520622,-3047466341879644938,-759378324102182959,10,10
-1457189256522520622,-3577123765215097728,-759378324102182959,0,10
-1457189256522520622,-6094013057508100781,-759378324102182959,10,10
-1457189256522520622,-3047466341879644938,-6094013057508100781,2,1
-1457189256522520622,-7927463753983877616,-6094013057508100781,10,1
-1457189256522520622,-759378324102182959,-6094013057508100781,0,1
-1457189256522520622,3642655612489240026,7110206503047719955,0,10
-1457189256522520622,-7927463753983877616,7110206503047719955,10,10
-1457189256522520622,-759378324102182959,7110206503047719955,9,10
-1457189256522520622,3642655612489240026,7499955939606962898,0,10
-1457189256522520622,-753597920870674316,7499955939606962898,0,10
-1457189256522520622,-6094013057508100781,7499955939606962898,10,10
-1457189256522520622,3642655612489240026,-7905245230014782731,0,10
